crop,law,scar,omega,shipped_omega,obs_0708,obs_1011,corr_p_pscar,calm_drift,A2_lift,A2_pass,A4_offer_ratio,A4_pass,corr,hike_0708,hike_1011
wheat,ask,stock,0.0,0.7,1.8165638656251262,1.1590269664976314,0.9006988360101003,1.3309387757818467e-16,0.7595913901067264,True,0.06020860140826077,True,0.5618128611605904,1.4297444898942355,1.0291038470951674
wheat,ask,stock,0.2,0.7,1.8165638656251262,1.1590269664976314,0.8259114082962664,0.05050194638897515,0.811230709400834,True,0.06024344477489399,True,0.6637136953752012,1.5835786944858672,1.263883671237417
wheat,ask,stock,0.4,0.7,1.8165638656251262,1.1590269664976314,0.6780802261577648,0.11358330985847132,0.8449786738450409,True,0.06092445379666215,True,0.7346102386521419,1.800752823839266,1.4873575415619233
wheat,ask,stock,0.6,0.7,1.8165638656251262,1.1590269664976314,0.4312099863599165,0.19827245570672747,0.8861882373971832,True,0.06425482902633362,True,0.748339047788137,2.0939483381792927,1.5355050934682415
wheat,ask,stock,0.7,0.7,1.8165638656251262,1.1590269664976314,0.254588542535242,0.25622729538441413,0.9636426997448007,True,0.06588382042564832,True,0.7198612368258547,2.2673764846341906,1.4472676909253321
wheat,ask,stock,1.0,0.7,1.8165638656251262,1.1590269664976314,-0.33213279570924314,0.5499584965196571,4.376520593889333,True,0.10739432181149033,True,0.18815630666958663,1.414475375163737,1.8439917592382493
wheat,ask,offers,0.0,0.7,1.8165638656251262,1.1590269664976314,0.8534890995998914,1.3309387757818467e-16,0.926908216849659,True,0.06526038489433696,True,0.3629472149891757,1.8272862655796427,0.6995910334862184
wheat,ask,offers,0.2,0.7,1.8165638656251262,1.1590269664976314,0.805532185232776,0.050405051423801465,1.0121205245993683,True,0.06553178892025695,True,0.46619679571722655,1.9013433070750578,0.9480895806951659
wheat,ask,offers,0.4,0.7,1.8165638656251262,1.1590269664976314,0.7075453771656406,0.11185813130868544,1.061915887379063,True,0.06574175348755737,True,0.5780215196722862,2.081652272773775,1.252171453162074
wheat,ask,offers,0.6,0.7,1.8165638656251262,1.1590269664976314,0.5484802818710265,0.19623367799789904,1.0902857071923817,True,0.06800470947610728,True,0.6979650608445815,2.4153006998075357,1.4353475199888397
wheat,ask,offers,0.7,0.7,1.8165638656251262,1.1590269664976314,0.4284807648630113,0.2532567442542483,1.176806160452374,True,0.07067430653299864,True,0.742574168666071,2.623324662054745,1.4218721549307993
wheat,ask,offers,1.0,0.7,1.8165638656251262,1.1590269664976314,-0.27858471410223795,0.5499584965196571,4.376520593889333,True,0.10739432181149033,True,0.18815630666958663,1.414475375163737,1.8439917592382493
wheat,ask,avail,0.0,0.7,1.8165638656251262,1.1590269664976314,0.8984647017350585,1.3309387757818467e-16,0.6008330627687719,True,0.05893083979288176,True,0.7487275495123877,1.5347704579145254,1.4876128141850562
